<br><font color=teal>*Pandora(Them Yams Salty Fam) says: Yes.. - Mon Sep 28 01:56:28 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) felt her mouth go agape. She wasn't eager for this at all. The brunette would feel a shudder course throughout her body as she spoke rather timidly. "I...I'm... not sure that... I want to do this.." She'd utter to the male, falling victim to his eager actions. A look of displeasure ran across her facial features, and her mouth was curled into a frown. Her muscles tensed up as well.* - Mon Sep 28 02:05:52 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) whimpered. Her hazelnut gaze filled with fear and neverending displeasure set itself upon the male. "N..No.." She whimpered, attempting to remove herself from her close proximity with the male. The most that the brunette could muster physically was constant disruption to his actions as she squirmed in his grasp. Without her cloak, the only things restricting him from bare access to her frame was a pair of khaki's and a grey hoodie.* - Mon Sep 28 02:12:41 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) thinks: ........... - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Wait, Hiro. - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Don't you want a bat too? - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: . . . . - Mon Sep 28 02:14:24 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) attempted to lurch her head back, trying to pull away as much as possible. Her hands were pressed to his shoulders as she desperately tried to push him away. Her legs pressed together closely. Tears gathered at the corners of her eyes. Only whimpers and unsettled, murmured "No's" resonated from the twenty year old.* - Mon Sep 28 02:17:48 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) sobbed lowly, dragging herself beside her gourd and coiling her arms around it. The item seemed to be her only remedy for most of her emotional problems. Once regaining some of her bearings she'd wrap her figure in her cloak, pressing her body against her gourd once more. It'd take quite awhile before her crying would come to frequent sniffles, before she'd become completely silent.* - Mon Sep 28 02:25:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ...What's wrong now? - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I didn't beat you or anything. - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I.... didn't want that.. - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: T.. the pain.. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ..... - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I don't understand. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: There's nothing wrong that happened. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It's simply life. - Mon Sep 28 02:28:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm leaving. - Mon Sep 28 02:28:54 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) shook her head, her right arm submerged between her legs. It probably wouldn't be noticeable since her cloak was draped over her form. The brunette shuddered, her hazelnut gaze drifting to the floor below.* - Mon Sep 28 02:31:28 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) shook her head, whispering.to the male.

"N..No... it's not your fault... it's mine for being too weak... to stop it.." Her shudders had yet to falter.* - Mon Sep 28 02:36:35 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) cries herself to sleep.* - Mon Sep 28 02:40:00 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: Good night..... - Mon Sep 28 02:40:51 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: I hope .... - Mon Sep 28 02:40:51 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: It's not too hard on you, miss. - Mon Sep 28 02:40:51 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) lifted her arms slightly over her head, allowing waves of sand to seep from her gourd. The grains of sand would compress themselves into a platform that'd gather beneath Pandora's footing, suspending her in the air.* - Tue Sep 29 21:44:44 2015
<br><br><font color=teal>*ANBU Agent(X_Jake From State Farm_X) says: ... hi. - Wed Sep 30 02:34:52 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) gazed at Rymei briefly, before returning her stare to the floorboards at her footing. Pandora didn't have much to say. * - Wed Sep 30 02:36:35 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) looked up at Rymei. She seemed to have dried tears on her pale cheeks. Her optimism for staying here had diminished abit. Her brown gaze briefly focused on Rymei's chest, as it was impossible not to.* - Wed Sep 30 02:42:33 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) nodded, even if such a gesture seemed to be a facade. Her hazelnut gaze set itself upon Rymei's stare. Her responses would surely become more subtle after Rymei poked her.* - Wed Sep 30 02:46:49 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Don't be scared girl. - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Have you been initiated? - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: I'm sure she has....Edge doesn't waste time... - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Initiated..? - Wed Sep 30 02:50:14 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Ugh...I don't know how to say it nicely...but..Has Edge taken you? - Wed Sep 30 02:50:14 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) sunk her head in the slightest. It was clear what the answer was. An aura of gloom immersed the sand specialist.* - Wed Sep 30 02:51:05 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Second... time..? - Wed Sep 30 02:54:30 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: I don't want there to be a second time. - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: But once you're in. - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: There's no out... - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: I didn't want there to be a first...... - Wed Sep 30 02:56:12 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: ... - Wed Sep 30 02:56:12 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) pressed her knees to her chest, resting her chin upon them as she coiled her arms around her ankles.* - Wed Sep 30 02:57:04 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Well now you're acting like a little girl...How old are you? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Twenty.. - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: You - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Are twenty? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Yes.. - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: And...Acting like this? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Hmph.... - Wed Sep 30 02:58:46 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I hope you're not like this when we move out.. - Wed Sep 30 02:58:46 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I... just don't like that I'm so weak. - Wed Sep 30 02:59:37 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: That's easy... - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Stop being weak. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: It's that simple. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Spend rpp into good perks. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: =omit= - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I can't defend myself. All I know how to do with this sand is fly.. - Wed Sep 30 03:03:53 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Then master that. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Master it. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Then build off of that. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Okay... - Wed Sep 30 03:09:00 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Give me twenty push ups! - Wed Sep 30 03:12:25 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: .. - Fri Oct  2 21:31:31 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: ...I'll assume yes since you're the only other female I've seen around here. - Fri Oct  2 21:33:13 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Edge mentioned you. - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: And since you are...the only other female. - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Some warning about Rymei. - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Uh...? - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: She -will- try and use Edge against you if you get on her bad side. - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Oh.. - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Okay..... - Fri Oct  2 21:34:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: And considering how stupid she is, it's very easy to do so. - Fri Oct  2 21:34:56 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Only warning you because she's my sister, and while I may be a killer, I don't believe in idiocy. - Fri Oct  2 21:36:38 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Thank you.. in that case. - Fri Oct  2 21:37:29 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: You're welcome. - Fri Oct  2 21:37:29 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) simply watched as he made his exit. She didn't know what to make of the male. A comrade? An acquintance?* - Fri Oct  2 21:42:36 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: What are you doing? - Fri Oct  2 22:29:32 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Standing here.. - Fri Oct  2 22:30:24 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Well...You should go back inside. I want to see how much you've been training. - Fri Oct  2 22:31:15 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I've finally mastered the arts of manipulating sand for the purpose of flight.. - Fri Oct  2 22:31:15 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: That's it.. - Fri Oct  2 22:31:15 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Show me. - Fri Oct  2 22:32:06 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: The technique? - Fri Oct  2 22:32:06 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Mhm. - Fri Oct  2 22:32:57 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) lifted her arms from beneath the cloak. Waves of sand grains seeped from the gourd, compressing as a platform beneath Rymei, which elevated her off the ground. Pandora would look toward the female, while standing on a platform of floating sand of her own.* - Fri Oct  2 22:33:48 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I have no problem with doing so. - Fri Oct  2 22:44:03 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) soars high above Genjigakure, in the direction of Konohagakure. She'd sink out of sight once close enough, proceeding to make an eye composed of sand, scouting the area.* - Sat Oct  3 04:26:14 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) coats her figure in sand, using it as armor.* - Sat Oct  3 04:27:56 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Pandora. - Sat Oct  3 04:33:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: What the fuck do you think you're doing? - Sat Oct  3 04:33:04 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I was scouting Konoha with a technique I learned to use... - Sat Oct  3 04:33:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ..... - Sat Oct  3 04:33:55 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You. - Sat Oct  3 04:33:55 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Have just made me. - Sat Oct  3 04:33:55 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Send out a thousand troops. - Sat Oct  3 04:33:55 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: In pursuit of you. - Sat Oct  3 04:33:55 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Me only...? - Sat Oct  3 04:33:55 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) gazed up at him with her hazelnut stare.

"Wh..?"* - Sat Oct  3 04:34:46 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Suck on my dick. - Sat Oct  3 04:35:37 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you don't want to do that, we can always do much more serious things. - Sat Oct  3 04:36:28 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Like copulation. - Sat Oct  3 04:36:28 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Why... - Sat Oct  3 04:36:28 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It's your punishment. - Sat Oct  3 04:38:11 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Do it now. - Sat Oct  3 04:38:11 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) drifted her gaze to the left, maintaining her silence.* - Sat Oct  3 04:45:00 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) 

Her face cracked. Quite literally. Some of it chipped away. Her hazelnut stare drifted up to the male blankly.* - Sat Oct  3 04:47:34 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: . . . . . - Sat Oct  3 04:47:34 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I don't have a use for a vessel that doesn't do orders or commands. - Sat Oct  3 04:47:34 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Fine.. - Sat Oct  3 04:47:34 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I'll do it. - Sat Oct  3 04:48:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: That's better. - Sat Oct  3 04:48:25 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) leaned forth some, her tongue protruding from her mouth. She'd wrap her tongue around the tip of his member, her saliva lubricating it. Pandora would move forward some, clearly a novice at actions like these. She'd allow a decent portion of his shaft to enter her mouth, soaking it in her saliva as she suckled on his member. A look of discontent consumed her facial features.* - Sat Oct  3 04:50:08 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) gagged upon the length of his erection coursing it's way past her mouth and down her throat. Her lips contracted down upon his shaft, as though she was smothering it in kisses. She had no ill intentions with performing the action. If anything, she wanted to get this over with as quick as possible. Her tongue would continue gliding across the length of his member, attempting to bring his pleasure to it's threshold.* - Sat Oct  3 04:55:15 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) slammed her eyes shut, her hands clenching tightly at his pants legs. Pandora continued to suckle on his rod, her tongue swirling around it's perimeter as she bobbed her head continously. She was having an immensely hard time dealing with his sexual tolerance. Pandora's hazel gaze was shifted to the floor nearby. The brunette just wanted it over already.* - Sat Oct  3 05:03:47 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) coughed raucously. She'd allow the white liquid to drain from her mouth down from the corners of her lips. Her hazelnut gaze was filled with displeasure.

"Please...not now.." She'd utter.* - Sat Oct  3 05:08:03 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) gazed at him with a wide gaze.

"N...no.." She'd whimper lowly.* - Sat Oct  3 05:13:10 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: That's what I thought. - Sat Oct  3 05:13:10 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: So comply. - Sat Oct  3 05:13:10 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Pandora. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I've ordered a scroll for you. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: When you get it. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You're to read it. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And understand it. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Okay... - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: By the way, get over here. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: What do you do to thank me for going out of my way... - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: To buy you a million yen scroll? - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I don't know. - Sun Oct  4 04:16:25 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You've been doing it for the past days now. - Sun Oct  4 04:17:16 2015
